y,x
18.17,52.98
18.15,52.99
18.19,53.00
18.14,53.01
18.19,53.02
18.20,53.03
18.16,53.04
18.20,53.05
18.15,53.06
18.17,53.07
18.15,53.08
18.18,53.09
18.16,53.10
18.19,53.11
18.15,53.12
18.23,53.13
18.19,53.14
18.12,53.15
18.23,53.16
18.18,53.17
18.17,53.18
18.20,53.19
18.20,53.20
18.16,53.21
18.18,53.22
18.22,53.23
18.13,53.24
18.15,53.25
18.19,53.26
18.16,53.27
18.16,53.28
18.17,53.29
18.17,53.30
18.19,53.31
18.20,53.32
18.19,53.33
18.20,53.34
18.19,53.35
18.15,53.36
18.16,53.37
18.16,53.38
18.17,53.39
18.21,53.40
18.17,53.41
18.17,53.42
18.24,53.43
18.14,53.44
18.15,53.45
18.19,53.46
18.19,53.47
18.18,53.48
18.19,53.49
18.21,53.50
18.15,53.51
18.17,53.52
18.18,53.53
18.16,53.54
18.18,53.55
18.18,53.56
18.15,53.57
18.15,53.58
18.18,53.59
18.18,53.60
18.12,53.61
18.19,53.62
18.17,53.63
18.19,53.64
18.17,53.65
18.19,53.66
18.20,53.67
18.14,53.68
18.15,53.69
18.19,53.70
18.16,53.71
18.16,53.72
18.19,53.73
18.16,53.74
18.17,53.75
18.20,53.76
18.20,53.77
18.15,53.78
18.17,53.79
18.21,53.80
18.19,53.81
18.19,53.82
18.14,53.83
18.14,53.84
18.15,53.85
18.12,53.86
18.15,53.87
18.15,53.88
18.17,53.89
18.22,53.90
18.16,53.91
18.16,53.92
18.17,53.93
18.13,53.94
18.15,53.95
18.18,53.96
18.19,53.97
18.09,53.98
18.14,53.99
18.18,54.00
18.16,54.01
18.17,54.02
18.18,54.03
18.10,54.04
18.13,54.05
18.19,54.06
18.16,54.07
18.16,54.08
18.18,54.10
18.20,54.11
18.12,54.12
18.16,54.13
18.16,54.14
18.19,54.15
18.13,54.16
18.17,54.17
18.17,54.18
18.18,54.19
18.15,54.20
18.17,54.21
18.17,54.22
18.11,54.23
18.16,54.24
18.16,54.25
18.17,54.26
18.18,54.27
18.20,54.28
18.12,54.29
18.16,54.30
18.21,54.31
18.19,54.32
18.17,54.33
18.17,54.34
18.18,54.35
18.16,54.36
18.12,54.37
18.18,54.38
18.17,54.39
18.11,54.40
18.16,54.41
18.18,54.42
18.16,54.43
18.08,54.44
18.16,54.45
18.17,54.46
18.15,54.47
18.15,54.48
18.17,54.49
18.17,54.50
18.14,54.51
18.17,54.52
18.13,54.53
18.16,54.54
18.17,54.55
18.19,54.56
18.12,54.57
18.14,54.58
18.16,54.59
18.17,54.60
18.15,54.61
18.18,54.62
18.18,54.63
18.13,54.64
18.09,54.65
18.15,54.66
18.17,54.67
18.15,54.68
18.16,54.69
18.19,54.70
18.13,54.71
18.14,54.72
18.18,54.73
18.08,54.74
18.15,54.75
18.16,54.76
18.14,54.77
18.10,54.78
18.13,54.79
18.13,54.80
18.17,54.81
18.14,54.82
18.15,54.83
18.16,54.84
18.14,54.85
18.13,54.86
18.20,54.87
18.15,54.88
18.13,54.89
18.17,54.90
18.16,54.91
18.14,54.92
18.18,54.93
18.18,54.94
18.14,54.95
18.17,54.96
18.20,54.97
18.13,54.98
18.14,54.99
18.12,55.00
18.13,55.01
18.09,55.02
18.14,55.03
18.18,55.04
18.13,55.05
18.14,55.06
18.17,55.07
18.12,55.08
18.15,55.09
18.13,55.10
18.15,55.11
18.14,55.12
18.14,55.13
18.09,55.14
18.13,55.15
18.16,55.16
18.18,55.17
18.15,55.18
18.13,55.19
18.16,55.20
18.18,55.21
18.11,55.22
18.15,55.23
18.16,55.24
18.12,55.25
18.09,55.26
18.17,55.27
18.13,55.29
18.11,55.30
18.13,55.31
18.19,55.32
18.11,55.33
18.13,55.34
18.17,55.35
18.15,55.36
18.16,55.37
18.13,55.38
18.14,55.39
18.09,55.40
18.15,55.41
18.12,55.42
18.14,55.43
18.16,55.44
18.16,55.45
18.16,55.46
18.12,55.47
18.17,55.48
18.14,55.49
18.13,55.50
18.14,55.51
18.15,55.52
18.13,55.53
18.14,55.54
18.13,55.55
18.10,55.56
18.09,55.57
18.15,55.58
18.12,55.59
18.14,55.60
18.13,55.61
18.18,55.62
18.11,55.63
18.11,55.64
18.11,55.65
18.15,55.66
18.13,55.67
18.14,55.68
18.19,55.69
18.14,55.70
18.17,55.71
18.10,55.72
18.12,55.73
18.14,55.74
18.18,55.75
18.16,55.76
18.12,55.77
18.13,55.78
18.15,55.79
18.13,55.80
18.11,55.81
18.15,55.82
18.11,55.83
18.09,55.84
18.17,55.85
18.15,55.86
18.12,55.87
18.16,55.88
18.16,55.89
18.14,55.90
18.10,55.91
18.16,55.92
18.16,55.93
18.09,55.94
18.08,55.95
18.18,55.96
18.11,55.97
18.14,55.98
18.16,55.99
18.16,56.00
18.13,56.01
18.13,56.02
18.11,56.03
18.06,56.04
18.13,56.05
18.16,56.06
18.13,56.07
18.11,56.08
18.13,56.09
18.07,56.10
18.12,56.11
18.14,56.12
18.14,56.13
18.12,56.14
18.09,56.15
18.16,56.16
18.16,56.17
18.12,56.18
18.09,56.19
18.15,56.20
18.08,56.21
18.13,56.22
18.13,56.23
18.10,56.24
18.07,56.25
18.15,56.26
18.15,56.27
18.11,56.28
18.12,56.29
18.10,56.30
18.15,56.31
18.11,56.32
18.14,56.33
18.13,56.34
18.13,56.35
18.11,56.36
18.15,56.37
18.09,56.38
18.11,56.39
18.16,56.40
18.11,56.41
18.13,56.42
18.12,56.43
18.08,56.44
18.09,56.45
18.15,56.46
18.15,56.48
18.10,56.49
18.13,56.50
18.15,56.51
18.10,56.52
18.12,56.53
18.12,56.54
18.10,56.55
18.11,56.56
18.13,56.57
18.16,56.58
18.13,56.59
18.15,56.60
18.13,56.61
18.10,56.62
18.12,56.63
18.13,56.64
18.11,56.65
18.12,56.66
18.16,56.67
18.15,56.68
18.12,56.69
18.12,56.70
18.14,56.71
18.13,56.72
18.04,56.73
18.15,56.74
18.11,56.75
18.13,56.76
18.11,56.77
18.14,56.78
18.06,56.79
18.11,56.80
18.12,56.81
18.11,56.82
18.10,56.83
18.11,56.84
18.13,56.85
18.09,56.86
18.10,56.87
18.13,56.88
18.12,56.89
18.12,56.90
18.13,56.91
18.16,56.92
18.11,56.93
18.10,56.94
18.16,56.95
18.10,56.96
18.09,56.97
18.11,56.98
18.12,56.99
18.06,57.00
18.08,57.01
18.16,57.02
18.11,57.03
18.14,57.04
18.14,57.05
18.14,57.06
18.07,57.07
18.10,57.08
18.14,57.09
18.08,57.10
18.12,57.11
18.14,57.12
18.05,57.13
18.13,57.14
18.13,57.15
18.13,57.16
18.10,57.17
18.14,57.18
18.12,57.19
18.08,57.20
18.13,57.21
18.07,57.22
18.07,57.23
18.10,57.24
18.12,57.25
18.05,57.26
18.11,57.27
18.10,57.28
18.13,57.29
18.09,57.30
18.09,57.31
18.10,57.32
18.11,57.33
18.08,57.34
18.14,57.35
18.09,57.36
18.13,57.37
18.11,57.38
18.11,57.39
18.11,57.40
18.13,57.41
18.11,57.42
18.09,57.43
18.09,57.44
18.11,57.45
18.11,57.46
18.09,57.47
18.14,57.48
18.08,57.49
18.06,57.50
18.08,57.51
18.11,57.52
18.08,57.53
18.15,57.54
18.13,57.55
18.07,57.56
18.06,57.57
18.12,57.58
18.11,57.59
18.11,57.60
18.10,57.61
18.14,57.62
18.10,57.63
18.12,57.64
18.13,57.65
18.09,57.67
18.07,57.68
18.09,57.69
18.11,57.70
18.12,57.71
18.14,57.72
18.07,57.73
18.08,57.74
18.13,57.75
18.06,57.76
18.06,57.77
18.14,57.78
18.10,57.79
18.12,57.80
18.07,57.81
18.09,57.82
18.08,57.83
18.12,57.84
18.10,57.85
18.13,57.86
18.09,57.87
18.13,57.88
18.11,57.89
18.07,57.90
18.11,57.91
18.08,57.92
18.11,57.93
18.12,57.94
18.16,57.95
18.11,57.96
18.07,57.97
18.12,57.98
18.11,57.99
18.10,58.00
18.11,58.01
18.12,58.02
18.08,58.03
18.13,58.04
18.10,58.05
18.13,58.06
17.98,58.07
18.12,58.08
18.08,58.09
18.09,58.10
18.05,58.11
18.12,58.12
18.07,58.13
18.08,58.14
18.10,58.15
18.12,58.16
18.08,58.17
18.12,58.18
18.06,58.19
18.09,58.20
18.12,58.21
18.09,58.22
18.04,58.23
18.10,58.24
18.13,58.25
18.12,58.26
18.09,58.27
18.10,58.28
18.10,58.29
18.07,58.30
18.08,58.31
18.14,58.32
18.11,58.33
18.11,58.34
18.11,58.35
18.09,58.36
18.10,58.37
18.10,58.38
18.11,58.39
18.08,58.40
18.09,58.41
18.09,58.42
18.09,58.43
18.07,58.44
18.08,58.45
18.05,58.46
18.09,58.47
18.09,58.48
18.07,58.49
18.07,58.50
18.08,58.51
18.09,58.52
18.07,58.53
18.06,58.54
18.09,58.55
18.07,58.56
18.07,58.57
18.10,58.58
18.13,58.59
18.11,58.60
18.09,58.61
18.05,58.62
18.10,58.63
18.09,58.64
18.11,58.65
18.09,58.66
18.06,58.67
18.04,58.68
18.08,58.69
18.06,58.70
18.07,58.71
18.09,58.72
18.12,58.73
18.06,58.74
18.07,58.75
18.12,58.76
18.03,58.77
18.04,58.78
18.11,58.79
18.10,58.80
18.09,58.81
18.10,58.82
18.08,58.83
18.03,58.84
18.08,58.86
18.09,58.87
18.05,58.88
18.04,58.89
18.11,58.90
18.10,58.91
18.07,58.92
18.11,58.93
18.09,58.94
18.07,58.95
18.11,58.96
18.03,58.97
18.09,58.98
18.07,58.99
18.10,59.00
18.07,59.01
18.06,59.02
18.13,59.03
18.06,59.04
18.08,59.05
18.08,59.06
18.05,59.07
18.06,59.08
18.05,59.09
18.10,59.10
18.07,59.11
18.09,59.12
18.12,59.13
18.05,59.14
18.07,59.15
18.09,59.16
18.00,59.17
18.09,59.18
18.10,59.19
18.12,59.20
18.08,59.21
18.12,59.22
18.12,59.23
18.07,59.24
18.09,59.25
18.13,59.26
18.07,59.27
18.06,59.28
18.07,59.29
18.05,59.30
18.07,59.31
18.09,59.32
18.09,59.33
18.07,59.34
18.09,59.35
18.11,59.36
17.99,59.37
18.10,59.38
18.09,59.39
18.02,59.40
18.07,59.41
18.07,59.42
18.02,59.43
18.07,59.44
18.12,59.45
18.08,59.46
18.10,59.47
18.08,59.48
18.07,59.49
18.03,59.50
18.06,59.51
18.10,59.52
18.08,59.53
18.09,59.54
18.11,59.55
18.06,59.56
18.04,59.57
18.05,59.58
18.04,59.59
18.06,59.60
18.10,59.61
18.07,59.62
18.08,59.63
18.10,59.64
18.08,59.65
18.09,59.66
18.04,59.67
18.10,59.68
18.04,59.69
18.05,59.70
18.08,59.71
18.10,59.72
18.09,59.73
18.06,59.74
18.08,59.75
18.07,59.76
18.05,59.77
18.08,59.78
18.06,59.79
18.08,59.80
18.11,59.81
18.05,59.82
18.04,59.83
18.08,59.84
18.07,59.85
18.08,59.86
18.08,59.87
18.08,59.88
18.05,59.89
18.01,59.90
18.08,59.91
18.10,59.92
18.05,59.93
18.05,59.94
18.10,59.95
18.07,59.96
18.07,59.97
18.09,59.98
18.08,59.99
18.05,60.00
18.07,60.01
18.04,60.02
18.04,60.04
18.04,60.05
18.10,60.06
18.04,60.07
18.08,60.08
18.07,60.09
18.08,60.10
18.06,60.11
18.07,60.12
18.07,60.13
18.08,60.14
18.11,60.15
18.06,60.16
18.03,60.17
18.04,60.18
18.04,60.19
18.05,60.20
18.07,60.21
18.08,60.22
18.09,60.23
18.03,60.24
18.09,60.25
18.07,60.26
18.07,60.27
18.03,60.28
18.06,60.29
18.05,60.30
18.01,60.31
18.05,60.32
18.05,60.33
18.06,60.34
18.10,60.35
18.07,60.36
18.05,60.37
18.00,60.38
18.09,60.39
18.06,60.40
18.01,60.41
18.07,60.42
18.03,60.43
18.04,60.44
18.05,60.45
18.07,60.46
18.04,60.47
18.08,60.48
18.07,60.49
18.04,60.50
17.98,60.51
18.04,60.52
18.09,60.53
18.05,60.54
18.08,60.55
18.04,60.56
18.02,60.57
18.07,60.58
18.05,60.59
18.06,60.60
18.06,60.61
18.07,60.62
18.08,60.63
18.02,60.64
18.05,60.65
18.08,60.66
18.05,60.67
18.07,60.68
18.11,60.69
18.05,60.70
18.05,60.71
18.08,60.72
18.01,60.73
18.04,60.74
18.02,60.75
18.03,60.76
18.07,60.77
18.08,60.78
18.04,60.79
18.03,60.80
18.03,60.81
18.08,60.82
18.03,60.83
18.05,60.84
18.05,60.85
18.06,60.86
18.02,60.87
18.05,60.88
18.07,60.89
18.05,60.90
18.06,60.91
18.10,60.92
18.07,60.93
18.06,60.94
18.07,60.95
18.05,60.96
18.00,60.97
18.04,60.98
18.08,60.99
17.99,61.00
18.05,61.01
18.04,61.02
18.01,61.03
18.01,61.04
18.03,61.05
18.02,61.06
18.02,61.07
18.05,61.08
18.08,61.09
18.01,61.10
18.06,61.11
18.05,61.12
18.00,61.13
18.03,61.14
18.07,61.15
17.99,61.16
18.06,61.17
18.05,61.18
18.07,61.19
18.02,61.20
18.06,61.21
18.03,61.22
18.02,61.24
17.98,61.25
18.08,61.26
18.00,61.27
18.05,61.28
18.06,61.29
17.98,61.30
18.06,61.31
18.07,61.32
18.04,61.33
18.06,61.34
18.03,61.35
18.04,61.36
18.03,61.37
18.08,61.38
18.02,61.39
18.05,61.40
18.07,61.41
18.03,61.42
18.06,61.43
18.09,61.44
18.06,61.45
18.01,61.46
18.07,61.47
18.05,61.48
17.99,61.49
18.08,61.50
18.08,61.51
18.00,61.52
18.05,61.53
18.06,61.54
18.03,61.55
18.05,61.56
18.09,61.57
18.02,61.58
18.03,61.59
18.06,61.60
17.99,61.61
18.04,61.62
18.05,61.63
18.06,61.64
18.03,61.65
18.05,61.66
18.05,61.67
17.98,61.68
18.04,61.69
18.07,61.70
18.06,61.71
18.04,61.72
18.01,61.73
18.02,61.74
18.03,61.75
18.04,61.76
18.05,61.77
18.04,61.78
17.98,61.79
18.06,61.80
18.04,61.81
18.02,61.82
18.01,61.83
18.02,61.84
18.04,61.85
18.07,61.86
18.04,61.87
18.04,61.88
18.05,61.89
18.03,61.90
18.06,61.91
18.01,61.92
18.04,61.93
18.02,61.94
17.97,61.95
18.03,61.96
18.06,61.97
17.98,61.98
17.99,61.99
18.02,62.00
18.04,62.01
18.00,62.02
18.01,62.03
18.05,62.04
18.00,62.05
18.02,62.06
18.06,62.07
18.03,62.08
18.03,62.09
18.07,62.10
18.03,62.11
18.04,62.12
18.05,62.13
18.05,62.14
18.01,62.15
18.02,62.16
18.01,62.17
18.05,62.18
18.05,62.19
18.05,62.20
17.97,62.21
18.05,62.22
18.05,62.23
18.03,62.24
18.01,62.25
18.00,62.26
18.02,62.27
18.02,62.28
18.05,62.29
18.06,62.30
18.02,62.31
18.02,62.32
18.04,62.33
18.02,62.34
18.05,62.35
18.04,62.36
18.04,62.37
18.04,62.38
18.07,62.39
17.99,62.40
18.02,62.42
18.04,62.43
18.04,62.44
18.01,62.45
18.08,62.46
18.04,62.47
18.03,62.48
18.00,62.49
18.03,62.50
17.99,62.51
18.02,62.52
18.06,62.53
18.04,62.54
18.05,62.55
18.02,62.56
18.03,62.57
17.99,62.58
18.05,62.59
18.01,62.60
18.05,62.61
18.02,62.62
18.01,62.63
18.04,62.64
18.01,62.65
18.03,62.66
18.00,62.67
18.01,62.68
18.00,62.69
18.00,62.70
18.02,62.71
18.07,62.72
17.99,62.73
17.96,62.74
18.06,62.75
18.04,62.76
18.02,62.77
17.99,62.78
18.03,62.79
18.00,62.80
18.07,62.81
18.04,62.82
17.99,62.83
18.06,62.84
18.04,62.85
18.00,62.86
17.97,62.87
18.05,62.88
18.02,62.89
18.03,62.90
18.05,62.91
18.01,62.92
18.00,62.93
18.04,62.94
18.03,62.95
18.02,62.96
18.04,62.97
18.04,62.98
17.94,62.99
18.03,63.00
18.04,63.01
17.96,63.02
18.06,63.03
18.04,63.04
18.00,63.05
18.00,63.06
18.01,63.07
18.04,63.08
18.02,63.09
18.07,63.10
18.00,63.11
17.99,63.12
18.02,63.13
18.03,63.14
17.95,63.15
18.05,63.16
18.00,63.17
17.96,63.18
17.98,63.19
18.06,63.20
18.02,63.21
18.00,63.22
18.05,63.23
17.97,63.24
17.99,63.25
18.05,63.26
18.01,63.27
18.03,63.28
17.97,63.29
17.98,63.30
17.99,63.31
18.02,63.32
18.03,63.33
18.03,63.34
18.00,63.35
18.03,63.36
17.99,63.37
18.03,63.38
18.01,63.39
17.98,63.40
18.01,63.41
18.04,63.42
18.05,63.43
17.95,63.44
18.05,63.45
18.03,63.46
17.97,63.47
18.02,63.48
18.04,63.49
17.99,63.50
18.02,63.51
18.03,63.52
17.95,63.53
17.99,63.54
18.04,63.55
18.00,63.56
18.01,63.57
18.02,63.58
18.01,63.59
17.97,63.61
18.03,63.62
17.99,63.63
18.01,63.64
17.99,63.65
18.00,63.66
18.03,63.67
18.02,63.68
18.02,63.69
18.02,63.70
18.00,63.71
17.99,63.72
18.00,63.73
18.01,63.74
18.03,63.75
18.02,63.76
18.01,63.77
18.01,63.78
18.05,63.79
17.99,63.80
18.01,63.81
18.03,63.82
18.01,63.83
18.00,63.84
18.02,63.85
18.01,63.86
17.99,63.87
18.02,63.88
18.03,63.89
17.99,63.90
18.04,63.91
18.03,63.92
18.01,63.93
18.00,63.94
18.04,63.95
17.99,63.96
17.97,63.97
18.02,63.98
17.99,63.99
17.96,64.00
18.00,64.01
18.01,64.02
17.98,64.03
17.95,64.04
18.03,64.05
17.96,64.06
18.03,64.07
18.04,64.08
17.99,64.09
17.99,64.10
18.03,64.11
18.00,64.12
17.96,64.13
18.05,64.14
18.03,64.15
17.96,64.16
17.96,64.17
18.03,64.18
17.99,64.19
18.02,64.20
18.01,64.21
17.99,64.22
17.99,64.23
18.00,64.24
18.01,64.25
17.98,64.26
18.00,64.27
17.99,64.28
17.98,64.29
18.03,64.30
17.99,64.31
17.97,64.32
18.03,64.33
17.99,64.34
17.99,64.35
18.01,64.36
18.00,64.37
18.00,64.38
18.00,64.39
18.02,64.40
17.99,64.41
17.99,64.42
18.03,64.43
17.99,64.44
17.97,64.45
18.02,64.46
17.97,64.47
18.00,64.48
18.03,64.49
18.01,64.50
17.98,64.51
18.01,64.52
18.00,64.53
17.94,64.54
17.99,64.55
18.02,64.56
18.02,64.57
18.00,64.58
17.98,64.59
17.98,64.60
18.00,64.61
18.00,64.62
17.98,64.63
17.99,64.64
18.02,64.65
17.99,64.66
17.98,64.67
18.00,64.68
17.99,64.69
17.95,64.70
18.01,64.71
18.04,64.72
17.97,64.73
18.01,64.74
18.00,64.75
18.00,64.76
17.97,64.77
17.98,64.78
18.00,64.80
17.98,64.81
18.04,64.82
17.97,64.83
17.99,64.84
18.00,64.85
18.02,64.86
17.96,64.87
17.97,64.88
18.01,64.89
17.97,64.90
17.94,64.91
17.94,64.92
17.98,64.93
17.98,64.94
17.98,64.95
17.97,64.96
18.01,64.97
18.01,64.98
18.00,64.99
17.98,65.00
17.99,65.01
17.99,65.02
17.96,65.03
17.98,65.04
18.01,65.05
17.98,65.06
18.00,65.07
17.99,65.08
18.01,65.09
17.96,65.10
17.97,65.11
17.99,65.12
17.99,65.13
17.97,65.14
18.00,65.15
17.95,65.16
17.98,65.17
17.99,65.18
17.97,65.19
17.97,65.20
18.02,65.21
17.94,65.22
17.90,65.23
17.97,65.24
17.95,65.25
18.00,65.26
17.98,65.27
18.01,65.28
17.98,65.29
17.97,65.30
18.01,65.31
17.97,65.32
18.00,65.33
18.00,65.34
17.98,65.35
17.94,65.36
17.97,65.37
17.97,65.38
17.94,65.39
18.00,65.40
18.01,65.41
17.99,65.42
18.01,65.43
17.99,65.44
17.96,65.45
18.01,65.46
18.00,65.47
17.95,65.48
18.02,65.49
18.01,65.50
17.99,65.51
17.99,65.52
18.00,65.53
18.00,65.54
17.99,65.55
17.98,65.56
18.00,65.57
17.97,65.58
18.00,65.59
17.98,65.60
17.94,65.61
17.96,65.62
17.94,65.63
17.95,65.64
18.00,65.65
17.94,65.66
17.98,65.67
17.99,65.68
17.99,65.69
17.94,65.70
17.99,65.71
18.00,65.72
17.99,65.73
17.99,65.74
17.99,65.75
17.97,65.76
17.97,65.77
18.00,65.78
17.93,65.79
17.97,65.80
18.01,65.81
17.96,65.82
17.95,65.83
17.96,65.84
17.98,65.85
17.97,65.86
18.00,65.87
17.98,65.88
17.92,65.89
17.97,65.90
18.00,65.91
17.99,65.92
17.96,65.93
17.97,65.94
17.97,65.95
17.98,65.96
17.95,65.97
17.96,65.99
17.98,66.00
17.96,66.01
17.97,66.02
17.97,66.03
17.97,66.04
17.99,66.05
17.98,66.06
17.92,66.07
17.90,66.08
17.98,66.09
17.94,66.10
17.96,66.11
17.97,66.12
17.98,66.13
17.95,66.14
18.00,66.15
17.98,66.16
17.97,66.17
17.98,66.18
17.95,66.19
17.94,66.20
18.00,66.21
18.00,66.22
17.90,66.23
17.99,66.24
17.98,66.25
17.96,66.26
17.96,66.27
17.97,66.28
17.98,66.29
17.87,66.30
17.97,66.31
17.97,66.32
17.92,66.33
18.00,66.34
17.96,66.35
17.93,66.36
17.94,66.37
17.98,66.38
17.95,66.39
17.93,66.40
17.97,66.41
17.96,66.42
17.95,66.43
18.01,66.44
17.96,66.45
17.92,66.46
17.98,66.47
17.96,66.48
17.93,66.49
17.98,66.50
17.98,66.51
17.97,66.52
17.98,66.53
18.01,66.54
17.95,66.55
17.96,66.56
17.96,66.57
17.99,66.58
17.93,66.59
17.98,66.60
17.96,66.61
17.96,66.62
17.98,66.63
17.97,66.64
17.95,66.65
17.98,66.66
17.99,66.67
17.97,66.68
17.97,66.69
17.96,66.70
17.96,66.71
17.92,66.72
17.93,66.73
17.98,66.74
17.95,66.75
17.95,66.76
17.97,66.77
17.96,66.78
17.96,66.79
17.98,66.80
17.92,66.81
17.95,66.82
17.99,66.83
17.97,66.84
17.98,66.85
17.99,66.86
17.96,66.87
17.92,66.88
17.99,66.89
17.96,66.90
17.98,66.91
17.94,66.92
18.01,66.93
17.95,66.94
17.95,66.95
18.01,66.96
17.98,66.97
17.95,66.98
17.99,66.99
17.96,67.00
17.94,67.01
17.96,67.02
17.99,67.03
17.94,67.04
17.96,67.05
18.00,67.06
17.94,67.07
17.91,67.08
18.00,67.09
17.94,67.10
17.91,67.11
17.98,67.12
17.96,67.13
17.94,67.14
17.96,67.15
17.97,67.16
17.95,67.18
17.94,67.19
17.97,67.20
17.95,67.21
17.96,67.22
17.98,67.23
17.96,67.24
17.96,67.25
17.98,67.26
17.95,67.27
17.97,67.28
17.96,67.29
17.99,67.30
17.93,67.31
17.95,67.32
17.97,67.33
17.94,67.34
17.95,67.35
17.98,67.36
17.97,67.37
17.96,67.38
17.99,67.39
17.93,67.40
17.94,67.41
17.97,67.42
17.88,67.43
17.94,67.44
17.95,67.45
17.94,67.46
17.94,67.47
17.95,67.48
17.95,67.49
17.95,67.50
17.95,67.51
17.97,67.52
17.95,67.53
17.92,67.54
17.97,67.55
17.94,67.56
17.95,67.57
17.98,67.58
17.96,67.59
17.94,67.60
18.00,67.61
17.96,67.62
17.90,67.63
17.91,67.64
17.95,67.65
17.90,67.66
17.92,67.67
17.97,67.68
17.92,67.69
17.91,67.70
17.98,67.71
17.95,67.72
17.95,67.73
18.00,67.74
17.95,67.75
17.93,67.76
17.98,67.77
17.97,67.78
17.90,67.79
17.94,67.80
17.96,67.81
17.87,67.82
17.95,67.83
17.95,67.84
17.96,67.85
17.93,67.86
17.95,67.87
17.99,67.88
17.96,67.89
17.96,67.90
17.97,67.91
17.92,67.92
17.97,67.93
17.95,67.94
17.89,67.95
17.92,67.96
17.99,67.97
17.94,67.98
17.94,67.99
17.97,68.00
17.92,68.01
17.90,68.02
17.95,68.03
17.96,68.04
17.94,68.05
17.97,68.06
17.90,68.07
17.91,68.08
17.96,68.09
17.95,68.10
17.92,68.11
17.94,68.12
17.95,68.13
17.94,68.14
17.96,68.15
17.94,68.16
17.88,68.17
17.93,68.18
17.96,68.19
17.93,68.20
17.95,68.21
17.99,68.22
17.89,68.23
17.92,68.24
17.96,68.25
17.94,68.26
17.90,68.27
17.94,68.28
17.96,68.29
17.93,68.30
17.93,68.31
17.96,68.32
17.94,68.33
17.93,68.34
17.95,68.36
17.92,68.37
17.93,68.38
17.92,68.39
17.90,68.40
17.94,68.41
17.96,68.42
17.92,68.43
17.91,68.44
17.98,68.45
17.97,68.46
17.91,68.47
17.98,68.48
17.98,68.49
17.96,68.50
17.94,68.51
17.95,68.52
17.95,68.53
17.97,68.54
17.99,68.55
17.91,68.56
17.91,68.57
17.97,68.58
17.93,68.59
17.93,68.60
17.96,68.61
17.92,68.62
17.88,68.63
17.97,68.64
17.93,68.65
17.95,68.66
17.95,68.67
17.95,68.68
17.92,68.69
17.95,68.70
17.93,68.71
17.93,68.72
17.94,68.73
17.96,68.74
17.96,68.75
17.93,68.76
17.95,68.77
17.93,68.78
17.93,68.79
17.94,68.80
17.96,68.81
17.94,68.82
17.94,68.83
17.96,68.84
17.92,68.85
17.95,68.86
17.95,68.87
17.93,68.88
17.92,68.89
17.93,68.90
17.96,68.91
17.95,68.92
17.97,68.93
17.89,68.94
17.91,68.95
17.88,68.96
17.93,68.97
17.93,68.98
17.93,68.99
17.93,69.00
17.93,69.01
17.96,69.02
17.96,69.03
17.94,69.04
17.92,69.05
17.95,69.06
17.95,69.07
17.94,69.08
17.95,69.09
17.95,69.10
17.86,69.11
17.95,69.12
17.91,69.13
17.90,69.14
17.92,69.15
17.96,69.16
17.93,69.17
17.94,69.18
17.95,69.19
17.93,69.20
17.90,69.21
17.94,69.22
17.92,69.23
17.92,69.24
17.92,69.25
17.93,69.26
17.94,69.27
17.95,69.28
17.93,69.29
17.87,69.30
17.95,69.31
17.92,69.32
17.91,69.33
17.91,69.34
17.95,69.35
17.91,69.36
17.94,69.37
17.94,69.38
17.93,69.39
17.90,69.40
17.93,69.41
17.92,69.42
17.87,69.43
17.98,69.44
17.93,69.45
17.89,69.46
17.95,69.47
17.85,69.48
17.88,69.49
17.92,69.50
17.95,69.51
17.89,69.52
17.90,69.53
17.94,69.54
17.91,69.56
17.95,69.57
17.92,69.58
17.92,69.59
17.93,69.60
17.95,69.61
17.91,69.62
17.96,69.63
17.94,69.64
17.90,69.65
17.90,69.66
17.95,69.67
17.92,69.68
17.90,69.69
17.97,69.70
17.93,69.71
17.91,69.72
17.96,69.73
17.94,69.74
17.91,69.75
17.89,69.76
17.95,69.77
17.89,69.78
17.92,69.79
17.94,69.80
17.91,69.81
17.95,69.82
17.93,69.83
17.88,69.84
17.93,69.85
17.93,69.86
17.90,69.87
17.88,69.88
17.95,69.89
17.93,69.90
17.92,69.91
17.91,69.92
17.92,69.93
17.92,69.94
17.92,69.95
17.88,69.96
17.89,69.97
17.86,69.98
17.94,69.99
17.91,70.00
17.90,70.01
17.91,70.02
17.90,70.03
17.88,70.04
17.93,70.05
17.91,70.06
17.93,70.07
17.93,70.08
17.93,70.09
17.93,70.10
17.92,70.11
17.90,70.12
17.88,70.13
17.90,70.14
17.87,70.15
17.91,70.16
17.90,70.17
17.88,70.18
17.87,70.19
17.96,70.20
17.87,70.21
17.91,70.22
17.93,70.23
17.89,70.24
17.89,70.25
17.92,70.26
17.92,70.27
17.86,70.28
17.91,70.29
17.93,70.30
17.90,70.31
17.92,70.32
17.96,70.33
17.91,70.34
17.95,70.35
17.91,70.36
17.87,70.37
17.94,70.38
17.94,70.39
17.89,70.40
17.90,70.41
17.91,70.42
17.92,70.43
17.89,70.44
17.93,70.45
17.88,70.46
17.89,70.47
17.92,70.48
17.85,70.49
17.90,70.50
17.89,70.51
17.90,70.52
17.91,70.53
17.93,70.54
17.85,70.55
17.87,70.56
17.94,70.57
17.91,70.58
17.88,70.59
17.90,70.60
